shell_innermost,shell_layer_count,shell_composition_tier,outer_is_ZnS,route,T_growth_C,time_min,pred_PL_peak_nm,pred_PL_peak_nm_std,maha_distance,extrap_flag,method,iteration,candidate_id
ZnS,1,single_shell,1,hot_injection,229.1022,61.3789,616.4663,50.9929,0.9109,in_distribution,M2,128,M2-0338
ZnS,1,single_shell,1,hot_injection,227.6480,61.9161,616.4663,50.9929,0.9062,in_distribution,M2,129,M2-0339
ZnS,1,single_shell,1,hot_injection,227.7524,54.5785,616.4663,50.9929,0.8226,in_distribution,M2,130,M2-0340
ZnS,1,single_shell,1,hot_injection,228.3313,55.9905,616.4663,50.9929,0.8439,in_distribution,M2,131,M2-0341
ZnS,1,single_shell,1,hot_injection,228.7374,59.3607,616.4663,50.9929,0.8859,in_distribution,M2,132,M2-0342
ZnS,1,single_shell,1,hot_injection,227.9891,59.7974,616.4663,50.9929,0.8853,in_distribution,M2,133,M2-0343
ZnS,1,single_shell,1,hot_injection,226.0010,55.2821,616.4663,50.9929,0.8191,in_distribution,M2,134,M2-0344
ZnS,1,single_shell,1,hot_injection,226.6794,60.1448,616.4663,50.9929,0.8801,in_distribution,M2,135,M2-0345
ZnS,1,single_shell,1,hot_injection,228.0090,58.1680,616.4663,50.9929,0.8670,in_distribution,M2,136,M2-0346
ZnS,1,single_shell,1,hot_injection,228.3165,68.6839,616.4663,50.9929,0.9804,in_distribution,M2,137,M2-0347
ZnS,1,single_shell,1,hot_injection,226.1990,70.6599,616.4663,50.9929,0.9852,in_distribution,M2,138,M2-0348
ZnS,1,single_shell,1,hot_injection,228.0438,61.7605,616.4663,50.9929,0.9073,in_distribution,M2,139,M2-0349
ZnS,1,single_shell,1,hot_injection,226.7432,56.9938,616.4663,50.9929,0.8445,in_distribution,M2,140,M2-0350
ZnS,1,single_shell,1,hot_injection,226.5032,60.7615,616.4663,50.9929,0.8858,in_distribution,M2,141,M2-0351
ZnS,1,single_shell,1,hot_injection,226.9753,67.5764,616.4663,50.9929,0.9603,in_distribution,M2,142,M2-0352
ZnS,1,single_shell,1,hot_injection,227.5756,56.0946,616.4663,50.9929,0.8396,in_distribution,M2,143,M2-0353
ZnS,1,single_shell,1,hot_injection,225.5674,59.1082,616.4663,50.9929,0.8612,in_distribution,M2,144,M2-0354
ZnS,1,single_shell,1,hot_injection,226.7141,67.0042,616.4663,50.9929,0.9528,in_distribution,M2,145,M2-0355
ZnS,1,single_shell,1,hot_injection,226.9833,68.9091,616.4663,50.9929,0.9734,in_distribution,M2,146,M2-0356
ZnS,1,single_shell,1,hot_injection,226.3036,59.6282,616.4663,50.9929,0.8719,in_distribution,M2,147,M2-0357
ZnS,1,single_shell,1,hot_injection,225.1443,61.1163,616.4663,50.9929,0.8810,in_distribution,M2,148,M2-0358
ZnS,1,single_shell,1,hot_injection,228.9372,58.8669,616.4663,50.9929,0.8818,in_distribution,M2,149,M2-0359
ZnS,1,single_shell,1,hot_injection,226.2833,55.6853,616.4663,50.9929,0.8258,in_distribution,M2,150,M2-0360
ZnS,1,single_shell,1,hot_injection,228.3152,54.9638,616.4663,50.9929,0.8314,in_distribution,M2,151,M2-0361
ZnS,1,single_shell,1,hot_injection,228.6700,64.2237,616.4663,50.9929,0.9380,in_distribution,M2,152,M2-0362
ZnS,1,single_shell,1,hot_injection,225.7164,61.2318,616.4663,50.9929,0.8859,in_distribution,M2,153,M2-0363
ZnS,1,single_shell,1,hot_injection,227.1682,56.2925,616.4663,50.9929,0.8391,in_distribution,M2,154,M2-0364
ZnS,1,single_shell,1,hot_injection,227.7083,56.1966,616.4663,50.9929,0.8418,in_distribution,M2,155,M2-0365
ZnS,1,single_shell,1,hot_injection,228.4292,57.7263,616.4663,50.9929,0.8650,in_distribution,M2,156,M2-0366
ZnS,1,single_shell,1,hot_injection,227.9873,58.8136,616.4663,50.9929,0.8742,in_distribution,M2,157,M2-0367
ZnS,1,single_shell,1,hot_injection,228.1802,62.5031,616.4663,50.9929,0.9163,in_distribution,M2,158,M2-0368
ZnS,1,single_shell,1,hot_injection,229.2531,59.4479,616.4663,50.9929,0.8907,in_distribution,M2,159,M2-0369
ZnS,1,single_shell,1,hot_injection,225.2085,71.9732,616.4663,50.9929,0.9914,in_distribution,M2,160,M2-0370
ZnS,1,single_shell,1,hot_injection,229.1215,64.7898,616.4663,50.9929,0.9472,in_distribution,M2,161,M2-0371
ZnS,1,single_shell,1,hot_injection,227.3070,59.4986,616.4663,50.9929,0.8772,in_distribution,M2,162,M2-0372
ZnS,1,single_shell,1,hot_injection,227.4297,66.7421,616.4663,50.9929,0.9550,in_distribution,M2,163,M2-0373
ZnS,1,single_shell,1,hot_injection,226.4236,75.4592,616.4663,50.9929,1.0308,in_distribution,M2,164,M2-0374
ZnS,1,single_shell,1,hot_injection,227.2040,62.1171,616.4663,50.9929,0.9053,in_distribution,M2,165,M2-0375
ZnS,1,single_shell,1,hot_injection,226.8624,75.6875,616.4663,50.9929,1.0356,in_distribution,M2,166,M2-0376
ZnS,1,single_shell,1,hot_injection,227.4015,67.5381,616.4663,50.9929,0.9628,in_distribution,M2,167,M2-0377
ZnS,1,single_shell,1,hot_injection,227.1368,61.3831,616.4663,50.9929,0.8969,in_distribution,M2,168,M2-0378
ZnS,1,single_shell,1,hot_injection,226.4184,65.0248,616.4663,50.9929,0.9308,in_distribution,M2,169,M2-0379
ZnS,1,single_shell,1,hot_injection,226.5600,57.3606,616.4663,50.9929,0.8475,in_distribution,M2,170,M2-0380
ZnS,1,single_shell,1,hot_injection,227.8014,64.9646,616.4663,50.9929,0.9395,in_distribution,M2,171,M2-0381
ZnS,1,single_shell,1,hot_injection,227.6151,70.8351,616.4663,50.9929,0.9962,in_distribution,M2,172,M2-0382
ZnS,1,single_shell,1,hot_injection,226.2815,57.8492,616.4663,50.9929,0.8514,in_distribution,M2,173,M2-0383
ZnS,1,single_shell,1,hot_injection,226.8625,67.0734,616.4663,50.9929,0.9545,in_distribution,M2,174,M2-0384
ZnS,1,single_shell,1,hot_injection,228.3911,58.8838,616.4663,50.9929,0.8780,in_distribution,M2,175,M2-0385
ZnS,1,single_shell,1,hot_injection,226.2528,62.4723,616.4663,50.9929,0.9028,in_distribution,M2,176,M2-0386
ZnS,1,single_shell,1,hot_injection,226.4189,57.4694,616.4663,50.9929,0.8479,in_distribution,M2,177,M2-0387
ZnS,1,single_shell,1,hot_injection,227.0529,62.3744,616.4663,50.9929,0.9071,in_distribution,M2,178,M2-0388
ZnS,1,single_shell,1,hot_injection,227.6127,62.7783,616.4663,50.9929,0.9152,in_distribution,M2,179,M2-0389
ZnS,1,single_shell,1,hot_injection,226.1977,70.3362,616.4663,50.9929,0.9821,in_distribution,M2,180,M2-0390
ZnS,1,single_shell,1,hot_injection,223.2307,72.6958,615.3801,55.4535,0.9868,in_distribution,M2,181,M2-0391
ZnS,1,single_shell,1,hot_injection,227.7443,73.8683,616.4663,50.9929,1.0252,in_distribution,M2,182,M2-0392
ZnS,1,single_shell,1,hot_injection,228.1889,59.4732,616.4663,50.9929,0.8831,in_distribution,M2,183,M2-0393
ZnS,1,single_shell,1,hot_injection,229.1516,54.9027,616.4663,50.9929,0.8370,in_distribution,M2,184,M2-0394
ZnS,1,single_shell,1,hot_injection,227.5152,76.6447,616.4663,50.9929,1.0484,in_distribution,M2,185,M2-0395
ZnS,1,single_shell,1,hot_injection,224.3112,65.2867,615.3801,55.4535,0.9205,in_distribution,M2,186,M2-0396
ZnS,1,single_shell,1,hot_injection,226.5495,57.9679,616.4663,50.9929,0.8545,in_distribution,M2,187,M2-0397
ZnS,1,single_shell,1,hot_injection,228.5923,68.6370,616.4663,50.9929,0.9819,in_distribution,M2,188,M2-0398
ZnS,1,single_shell,1,hot_injection,227.3748,68.0144,616.4663,50.9929,0.9673,in_distribution,M2,189,M2-0399
ZnS,1,single_shell,1,hot_injection,227.6878,63.0405,616.4663,50.9929,0.9186,in_distribution,M2,190,M2-0400
ZnS,1,single_shell,1,hot_injection,228.1887,62.4970,616.4663,50.9929,0.9163,in_distribution,M2,191,M2-0401
ZnS,1,single_shell,1,hot_injection,227.8014,66.0810,616.4663,50.9929,0.9509,in_distribution,M2,192,M2-0402
ZnS,1,single_shell,1,hot_injection,226.4513,61.5727,616.4663,50.9929,0.8944,in_distribution,M2,193,M2-0403
ZnS,1,single_shell,1,hot_injection,227.6897,57.6946,616.4663,50.9929,0.8593,in_distribution,M2,194,M2-0404
ZnS,1,single_shell,1,hot_injection,228.3460,65.8956,616.4663,50.9929,0.9528,in_distribution,M2,195,M2-0405
ZnS,1,single_shell,1,hot_injection,225.2904,71.2386,616.4663,50.9929,0.9850,in_distribution,M2,196,M2-0406
ZnS,1,single_shell,1,hot_injection,226.2229,69.4533,616.4663,50.9929,0.9738,in_distribution,M2,197,M2-0407
ZnS,1,single_shell,1,hot_injection,228.5381,67.8060,616.4663,50.9929,0.9733,in_distribution,M2,198,M2-0408
ZnS,1,single_shell,1,hot_injection,225.5349,77.9843,616.4663,50.9929,1.0473,in_distribution,M2,199,M2-0409
ZnS,1,single_shell,1,hot_injection,228.8629,60.9839,616.4663,50.9929,0.9048,in_distribution,M2,200,M2-0410
ZnS,1,single_shell,1,hot_injection,224.5643,80.5306,615.3801,55.4535,1.0632,in_distribution,M2,201,M2-0411
ZnS,1,single_shell,1,hot_injection,228.1159,57.7344,616.4663,50.9929,0.8628,in_distribution,M2,202,M2-0412
ZnS,1,single_shell,1,hot_injection,228.7016,66.5826,616.4663,50.9929,0.9623,in_distribution,M2,203,M2-0413
ZnS,1,single_shell,1,hot_injection,227.1262,61.6481,616.4663,50.9929,0.8997,in_distribution,M2,204,M2-0414
ZnS,1,single_shell,1,hot_injection,226.4490,60.0124,616.4663,50.9929,0.8771,in_distribution,M2,205,M2-0415
ZnS,1,single_shell,1,hot_injection,226.8393,59.1480,616.4663,50.9929,0.8700,in_distribution,M2,206,M2-0416
ZnS,1,single_shell,1,hot_injection,227.7364,58.1589,616.4663,50.9929,0.8649,in_distribution,M2,207,M2-0417
ZnS,1,single_shell,1,hot_injection,226.5010,80.3733,616.1413,51.1126,1.0736,in_distribution,M2,208,M2-0418
ZnS,1,single_shell,1,hot_injection,228.0369,66.1280,616.4663,50.9929,0.9530,in_distribution,M2,209,M2-0419
